Format Version,1.22,Take Name,day 2 front left triangle,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2018-07-20 09.07.29.815 AM,Total Frames in Take,1516,Total Exported Frames,1516,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1111,3.086111,0.005190,0.109284,0.026943,-0.993632,0.233224,0.168321,-2.694865,0.000000,0.220619,0.167379,-2.684798,0.922092,0.180054,0.178298,-2.830608,0.934029,0.317863,0.156410,-2.686375,0.969898,0.214361,0.171196,-2.577682,0.868382,0.220619,0.167379,-2.684798,0.180054,0.178298,-2.830608,0.317863,0.156410,-2.686375,0.214361,0.171196,-2.577682,,,,,,,,,,,,,,,,,,,,,
1112,3.088889,0.006122,0.109524,0.027814,-0.993576,0.233148,0.168365,-2.694744,0.000000,0.220537,0.167465,-2.684680,0.922092,0.180058,0.178218,-2.830526,0.934029,0.317760,0.156305,-2.686195,0.969898,0.214238,0.171473,-2.577573,0.868382,0.220537,0.167465,-2.684680,0.180058,0.178218,-2.830526,0.317760,0.156305,-2.686195,0.214238,0.171473,-2.577573,,,,,,,,,,,,,,,,,,,,,
1113,3.091667,0.005590,0.108909,0.027326,-0.993660,0.233244,0.168347,-2.694794,0.000000,0.220646,0.167423,-2.684716,0.923837,0.179978,0.178276,-2.830502,0.934767,0.317879,0.156370,-2.686360,0.973980,0.214473,0.171320,-2.577598,0.868798,0.220646,0.167423,-2.684716,0.179978,0.178276,-2.830502,0.317879,0.156370,-2.686360,0.214473,0.171320,-2.577598,,,,,,,,,,,,,,,,,,,,,
1114,3.094444,0.004791,0.108733,0.027057,-0.993691,0.233251,0.168250,-2.694872,0.000000,0.220657,0.167302,-2.684792,0.817839,0.179935,0.178350,-2.830548,0.913225,0.317897,0.156320,-2.686483,0.913958,0.214516,0.171029,-2.577666,0.831108,0.220657,0.167302,-2.684792,0.179935,0.178350,-2.830548,0.317897,0.156320,-2.686483,0.214516,0.171029,-2.577666,,,,,,,,,,,,,,,,,,,,,
1115,3.097222,0.005354,0.108600,0.027638,-0.993687,0.233112,0.168421,-2.694731,0.000000,0.220520,0.167499,-2.684646,0.817839,0.179770,0.178455,-2.830401,0.913225,0.317746,0.156391,-2.686355,0.913958,0.214414,0.171339,-2.577522,0.831108,0.220520,0.167499,-2.684646,0.179770,0.178455,-2.830401,0.317746,0.156391,-2.686355,0.214414,0.171339,-2.577522,,,,,,,,,,,,,,,,,,,,,
1116,3.100000,0.006010,0.109348,0.027445,-0.993606,0.233133,0.168418,-2.694727,0.000000,0.220525,0.167507,-2.684659,0.928745,0.179987,0.178251,-2.830489,0.924612,0.317756,0.156420,-2.686210,0.953388,0.214262,0.171494,-2.577549,0.851995,0.220525,0.167507,-2.684659,0.179987,0.178251,-2.830489,0.317756,0.156420,-2.686210,0.214262,0.171494,-2.577549,,,,,,,,,,,,,,,,,,,,,
1117,3.102778,0.005004,0.109490,0.026328,-0.993627,0.233272,0.168347,-2.694863,0.000000,0.220664,0.167387,-2.684801,0.924413,0.180146,0.178287,-2.830625,0.935574,0.317922,0.156541,-2.686340,0.977046,0.214357,0.171172,-2.577687,0.867096,0.220664,0.167387,-2.684801,0.180146,0.178287,-2.830625,0.317922,0.156541,-2.686340,0.214357,0.171172,-2.577687,,,,,,,,,,,,,,,,,,,,,
1118,3.105556,0.003888,0.108944,0.025848,-0.993704,0.233226,0.168246,-2.694809,0.000000,0.220629,0.167249,-2.684736,0.924413,0.179945,0.178413,-2.830494,0.935574,0.317899,0.156523,-2.686400,0.977046,0.214430,0.170797,-2.577607,0.867096,0.220629,0.167249,-2.684736,0.179945,0.178413,-2.830494,0.317899,0.156523,-2.686400,0.214430,0.170797,-2.577607,,,,,,,,,,,,,,,,,,,,,
1119,3.108333,0.005289,0.109124,0.026338,-0.993665,0.233249,0.168367,-2.694742,0.000000,0.220648,0.167414,-2.684670,0.928706,0.180021,0.178238,-2.830470,0.936742,0.317904,0.156559,-2.686276,0.976401,0.214422,0.171258,-2.577553,0.862476,0.220648,0.167414,-2.684670,0.180021,0.178238,-2.830470,0.317904,0.156559,-2.686276,0.214422,0.171258,-2.577553,,,,,,,,,,,,,,,,,,,,,
1120,3.111111,0.005532,0.109190,0.026645,-0.993648,0.233173,0.168329,-2.694754,0.000000,0.220571,0.167389,-2.684683,0.928706,0.179969,0.178179,-2.830492,0.936742,0.317820,0.156468,-2.686272,0.976401,0.214333,0.171281,-2.577569,0.862476,0.220571,0.167389,-2.684683,0.179969,0.178179,-2.830492,0.317820,0.156468,-2.686272,0.214333,0.171281,-2.577569,,,,,,,,,,,,,,,,,,,,,
1121,3.113889,0.004922,0.108719,0.027330,-0.993685,0.233269,0.168248,-2.694895,0.000000,0.220674,0.167309,-2.684814,0.849483,0.179954,0.178351,-2.830572,0.955543,0.317908,0.156271,-2.686507,0.917196,0.214538,0.171061,-2.577689,0.931281,0.220674,0.167309,-2.684814,0.179954,0.178351,-2.830572,0.317908,0.156271,-2.686507,0.214538,0.171061,-2.577689,,,,,,,,,,,,,,,,,,,,,
1122,3.116667,0.005115,0.108788,0.028265,-0.993650,0.233237,0.168135,-2.694894,0.000000,0.220639,0.167222,-2.684814,0.815826,0.179961,0.178315,-2.830580,0.907895,0.317852,0.155999,-2.686491,0.903221,0.214495,0.171005,-2.577691,0.832540,0.220639,0.167222,-2.684814,0.179961,0.178315,-2.830580,0.317852,0.155999,-2.686491,0.214495,0.171005,-2.577691,,,,,,,,,,,,,,,,,,,,,
1123,3.119444,0.006556,0.109149,0.028230,-0.993603,0.233270,0.168438,-2.694945,0.000000,0.220666,0.167557,-2.684871,0.815826,0.180084,0.178238,-2.830694,0.907895,0.317877,0.156306,-2.686452,0.903221,0.214453,0.171652,-2.577763,0.832540,0.220666,0.167557,-2.684871,0.180084,0.178238,-2.830694,0.317877,0.156306,-2.686452,0.214453,0.171652,-2.577763,,,,,,,,,,,,,,,,,,,,,
1124,3.122222,0.007314,0.109751,0.027623,-0.993548,0.233193,0.168607,-2.694802,0.000000,0.220578,0.167729,-2.684741,0.918658,0.180154,0.178124,-2.830628,0.925910,0.317803,0.156577,-2.686191,0.983621,0.214237,0.171997,-2.577646,0.860700,0.220578,0.167729,-2.684741,0.180154,0.178124,-2.830628,0.317803,0.156577,-2.686191,0.214237,0.171997,-2.577646,,,,,,,,,,,,,,,,,,,,,
1125,3.125000,0.005320,0.108858,0.026688,-0.993685,0.233176,0.168541,-2.694729,0.000000,0.220580,0.167597,-2.684650,0.833073,0.179883,0.178454,-2.830428,0.913914,0.317827,0.156673,-2.686309,0.932312,0.214413,0.171442,-2.577530,0.837592,0.220580,0.167597,-2.684650,0.179883,0.178454,-2.830428,0.317827,0.156673,-2.686309,0.214413,0.171442,-2.577530,,,,,,,,,,,,,,,,,,,,,
1126,3.127778,0.005010,0.109261,0.026482,-0.993648,0.233314,0.168255,-2.694881,0.000000,0.220710,0.167299,-2.684813,0.833073,0.180128,0.178217,-2.830618,0.913914,0.317964,0.156423,-2.686397,0.932312,0.214453,0.171082,-2.577696,0.837592,0.220710,0.167299,-2.684813,0.180128,0.178217,-2.830618,0.317964,0.156423,-2.686397,0.214453,0.171082,-2.577696,,,,,,,,,,,,,,,,,,,,,
1127,3.130556,0.005804,0.109212,0.028412,-0.993595,0.233206,0.168367,-2.694808,0.000000,0.220600,0.167473,-2.684738,0.825082,0.180046,0.178386,-2.830552,0.906405,0.317809,0.156205,-2.686320,0.917243,0.214370,0.171405,-2.577625,0.837935,0.220600,0.167473,-2.684738,0.180046,0.178386,-2.830552,0.317809,0.156205,-2.686320,0.214370,0.171405,-2.577625,,,,,,,,,,,,,,,,,,,,,
1128,3.133333,0.005205,0.109221,0.026455,-0.993652,0.233186,0.168499,-2.694727,0.000000,0.220583,0.167547,-2.684658,0.825082,0.179988,0.178407,-2.830464,0.906405,0.317837,0.156671,-2.686246,0.917243,0.214336,0.171372,-2.577542,0.837935,0.220583,0.167547,-2.684658,0.179988,0.178407,-2.830464,0.317837,0.156671,-2.686246,0.214336,0.171372,-2.577542,,,,,,,,,,,,,,,,,,,,,
1129,3.136111,0.006175,0.109211,0.027911,-0.993608,0.233254,0.168508,-2.694834,0.000000,0.220649,0.167611,-2.684762,0.805492,0.180080,0.178363,-2.830584,0.903003,0.317869,0.156431,-2.686338,0.914836,0.214419,0.171628,-2.577652,0.820838,0.220649,0.167611,-2.684762,0.180080,0.178363,-2.830584,0.317869,0.156431,-2.686338,0.214419,0.171628,-2.577652,,,,,,,,,,,,,,,,,,,,,
1130,3.138889,0.005295,0.108992,0.027524,-0.993647,0.233138,0.168413,-2.694664,0.000000,0.220538,0.167487,-2.684588,0.924872,0.179900,0.178444,-2.830375,0.923956,0.317768,0.156402,-2.686221,0.961591,0.214347,0.171318,-2.577469,0.860721,0.220538,0.167487,-2.684588,0.179900,0.178444,-2.830375,0.317768,0.156402,-2.686221,0.214347,0.171318,-2.577469,,,,,,,,,,,,,,,,,,,,,
1131,3.141667,0.005852,0.108704,0.027749,-0.993670,0.233222,0.168453,-2.694774,0.000000,0.220627,0.167545,-2.684691,0.924872,0.179908,0.178373,-2.830465,0.923956,0.317850,0.156403,-2.686371,0.961591,0.214503,0.171491,-2.577572,0.860721,0.220627,0.167545,-2.684691,0.179908,0.178373,-2.830465,0.317850,0.156403,-2.686371,0.214503,0.171491,-2.577572,,,,,,,,,,,,,,,,,,,,,
1132,3.144444,0.004504,0.108566,0.027136,-0.993709,0.233254,0.168278,-2.694845,0.000000,0.220662,0.167325,-2.684761,0.926105,0.179895,0.178464,-2.830498,0.933464,0.317901,0.156335,-2.686490,0.971569,0.214556,0.170988,-2.577631,0.864642,0.220662,0.167325,-2.684761,0.179895,0.178464,-2.830498,0.317901,0.156335,-2.686490,0.214556,0.170988,-2.577631,,,,,,,,,,,,,,,,,,,,,
1133,3.147222,0.004643,0.109076,0.026210,-0.993677,0.233290,0.168274,-2.694957,0.000000,0.220690,0.167304,-2.684885,0.926105,0.180049,0.178295,-2.830669,0.933464,0.317950,0.156489,-2.686512,0.971569,0.214469,0.171010,-2.577763,0.864642,0.220690,0.167304,-2.684885,0.180049,0.178295,-2.830669,0.317950,0.156489,-2.686512,0.214469,0.171010,-2.577763,,,,,,,,,,,,,,,,,,,,,
1134,3.150000,0.005533,0.109479,0.026568,-0.993619,0.233264,0.168361,-2.694805,0.000000,0.220656,0.167419,-2.684741,0.910336,0.180137,0.178198,-2.830575,0.936849,0.317907,0.156514,-2.686274,0.925756,0.214355,0.171315,-2.577630,0.821170,0.220656,0.167419,-2.684741,0.180137,0.178198,-2.830575,0.317907,0.156514,-2.686274,0.214355,0.171315,-2.577630,,,,,,,,,,,,,,,,,,,,,
1135,3.152778,0.005768,0.108998,0.026633,-0.993668,0.233306,0.168353,-2.694919,0.000000,0.220707,0.167417,-2.684843,0.819527,0.180048,0.178142,-2.830641,0.916198,0.317955,0.156493,-2.686466,0.919835,0.214513,0.171360,-2.577728,0.832845,0.220707,0.167417,-2.684843,0.180048,0.178142,-2.830641,0.317955,0.156493,-2.686466,0.214513,0.171360,-2.577728,,,,,,,,,,,,,,,,,,,,,
1136,3.155556,0.004873,0.108936,0.026118,-0.993694,0.233292,0.168431,-2.694808,0.000000,0.220695,0.167463,-2.684732,0.819527,0.180010,0.178381,-2.830508,0.916198,0.317957,0.156660,-2.686381,0.919835,0.214505,0.171219,-2.577610,0.832845,0.220695,0.167463,-2.684732,0.180010,0.178381,-2.830508,0.317957,0.156660,-2.686381,0.214505,0.171219,-2.577610,,,,,,,,,,,,,,,,,,,,,
1137,3.158333,0.005839,0.109596,0.026048,-0.993618,0.233323,0.168472,-2.694761,0.000000,0.220714,0.167525,-2.684700,0.794480,0.180216,0.178158,-2.830549,0.882154,0.317977,0.156712,-2.686204,0.847607,0.214388,0.171492,-2.577593,0.823549,0.220714,0.167525,-2.684700,0.180216,0.178158,-2.830549,0.317977,0.156712,-2.686204,0.214388,0.171492,-2.577593,,,,,,,,,,,,,,,,,,,,,
1138,3.161111,0.006282,0.109723,0.027453,-0.993563,0.233107,0.168414,-2.694754,0.000000,0.220492,0.167509,-2.684695,0.926617,0.180062,0.178175,-2.830561,0.924864,0.317724,0.156415,-2.686168,0.961681,0.214150,0.171557,-2.577592,0.860516,0.220492,0.167509,-2.684695,0.180062,0.178175,-2.830561,0.317724,0.156415,-2.686168,0.214150,0.171557,-2.577592,,,,,,,,,,,,,,,,,,,,,
1139,3.163889,0.004363,0.109141,0.026579,-0.993661,0.233253,0.168114,-2.694901,0.000000,0.220651,0.167145,-2.684831,0.926617,0.180040,0.178256,-2.830614,0.924864,0.317904,0.156266,-2.686450,0.961681,0.214417,0.170788,-2.577708,0.860516,0.220651,0.167145,-2.684831,0.180040,0.178256,-2.830614,0.317904,0.156266,-2.686450,0.214417,0.170788,-2.577708,,,,,,,,,,,,,,,,,,,,,
1140,3.166667,0.006173,0.109093,0.027765,-0.993625,0.233102,0.168527,-2.694776,0.000000,0.220499,0.167627,-2.684701,0.922575,0.179892,0.178364,-2.830513,0.933695,0.317722,0.156474,-2.686300,0.971990,0.214294,0.171644,-2.577589,0.867212,0.220499,0.167627,-2.684701,0.179892,0.178364,-2.830513,0.317722,0.156474,-2.686300,0.214294,0.171644,-2.577589,,,,,,,,,,,,,,,,,,,,,
1141,3.169444,0.005060,0.109051,0.026798,-0.993662,0.233222,0.168416,-2.694768,0.000000,0.220622,0.167468,-2.684695,0.922575,0.179986,0.178409,-2.830483,0.933695,0.317869,0.156529,-2.686319,0.971990,0.214413,0.171257,-2.577575,0.867212,0.220622,0.167468,-2.684695,0.179986,0.178409,-2.830483,0.317869,0.156529,-2.686319,0.214413,0.171257,-2.577575,,,,,,,,,,,,,,,,,,,,,
1142,3.172222,0.006789,0.109680,0.026769,-0.993583,0.233319,0.168491,-2.694788,0.000000,0.220707,0.167582,-2.684726,0.819791,0.180245,0.178029,-2.830599,0.916234,0.317951,0.156607,-2.686198,0.920068,0.214373,0.171746,-2.577627,0.832776,0.220706,0.167582,-2.684726,0.180245,0.178029,-2.830599,0.317951,0.156607,-2.686198,0.214373,0.171746,-2.577627,,,,,,,,,,,,,,,,,,,,,
1143,3.175000,0.005821,0.109258,0.026542,-0.993642,0.233200,0.168438,-2.694726,0.000000,0.220596,0.167502,-2.684656,0.919943,0.180010,0.178198,-2.830477,0.929421,0.317847,0.156594,-2.686227,0.971353,0.214346,0.171458,-2.577545,0.852057,0.220596,0.167502,-2.684656,0.180010,0.178198,-2.830477,0.317847,0.156594,-2.686227,0.214346,0.171458,-2.577545,,,,,,,,,,,,,,,,,,,,,
1144,3.177778,0.005420,0.109112,0.026344,-0.993666,0.233243,0.168328,-2.694839,0.000000,0.220642,0.167378,-2.684767,0.919943,0.180011,0.178167,-2.830568,0.929421,0.317898,0.156519,-2.686373,0.971353,0.214419,0.171250,-2.577651,0.852057,0.220642,0.167378,-2.684767,0.180011,0.178167,-2.830568,0.317898,0.156519,-2.686373,0.214419,0.171250,-2.577651,,,,,,,,,,,,,,,,,,,,,
1145,3.180556,0.005140,0.109034,0.026939,-0.993660,0.233151,0.168336,-2.694760,0.000000,0.220551,0.167393,-2.684686,0.926503,0.179912,0.178328,-2.830475,0.934885,0.317794,0.156426,-2.686313,0.972375,0.214346,0.171198,-2.577567,0.862780,0.220551,0.167393,-2.684686,0.179912,0.178328,-2.830475,0.317794,0.156426,-2.686313,0.214346,0.171198,-2.577567,,,,,,,,,,,,,,,,,,,,,
1146,3.183333,0.006149,0.109283,0.027519,-0.993611,0.233054,0.168441,-2.694774,0.000000,0.220449,0.167535,-2.684705,0.875413,0.179892,0.178249,-2.830532,0.954707,0.317677,0.156431,-2.686266,0.932620,0.214200,0.171551,-2.577595,0.921680,0.220449,0.167535,-2.684705,0.179892,0.178249,-2.830532,0.317677,0.156431,-2.686266,0.214200,0.171551,-2.577595,,,,,,,,,,,,,,,,,,,,,
1147,3.186111,0.005685,0.109232,0.027167,-0.993629,0.233233,0.168377,-2.694848,0.000000,0.220628,0.167451,-2.684778,0.875413,0.180050,0.178257,-2.830593,0.954707,0.317866,0.156427,-2.686357,0.932620,0.214386,0.171372,-2.577664,0.921680,0.220628,0.167451,-2.684778,0.180050,0.178257,-2.830593,0.317866,0.156427,-2.686357,0.214386,0.171372,-2.577664,,,,,,,,,,,,,,,,,,,,,
1148,3.188889,0.005774,0.109379,0.026364,-0.993634,0.233199,0.168549,-2.694673,0.000000,0.220593,0.167607,-2.684606,0.900345,0.180039,0.178296,-2.830436,0.890186,0.317849,0.156735,-2.686154,0.921662,0.214315,0.171556,-2.577496,0.850125,0.220593,0.167607,-2.684606,0.180039,0.178296,-2.830436,0.317849,0.156735,-2.686154,0.214315,0.171556,-2.577496,,,,,,,,,,,,,,,,,,,,,
1149,3.191667,0.004939,0.109747,0.025753,-0.993614,0.233242,0.168216,-2.694882,0.000000,0.220629,0.167242,-2.684826,0.900345,0.180173,0.178094,-2.830671,0.890186,0.317901,0.156509,-2.686315,0.921662,0.214263,0.171021,-2.577715,0.850125,0.220629,0.167242,-2.684826,0.180173,0.178094,-2.830671,0.317901,0.156509,-2.686315,0.214263,0.171021,-2.577715,,,,,,,,,,,,,,,,,,,,,
1150,3.194444,0.005603,0.108651,0.028461,-0.993657,0.233254,0.168230,-2.694848,0.000000,0.220659,0.167332,-2.684763,0.967259,0.179942,0.178311,-2.830527,0.983381,0.317866,0.156060,-2.686459,0.990720,0.214549,0.171217,-2.577641,0.972168,0.220659,0.167332,-2.684763,0.179942,0.178311,-2.830527,0.317866,0.156060,-2.686459,0.214549,0.171217,-2.577641,,,,,,,,,,,,,,,,,,,,,
1151,3.197222,0.005599,0.109356,0.026455,-0.993635,0.233136,0.168526,-2.694688,0.000000,0.220531,0.167583,-2.684620,0.830679,0.179973,0.178332,-2.830445,0.889623,0.317784,0.156698,-2.686176,0.908110,0.214257,0.171493,-2.577509,0.813842,0.220531,0.167583,-2.684620,0.179973,0.178332,-2.830445,0.317784,0.156698,-2.686176,0.214257,0.171493,-2.577509,,,,,,,,,,,,,,,,,,,,,
1152,3.200000,0.005178,0.108995,0.027048,-0.993661,0.233128,0.168429,-2.694726,0.000000,0.220528,0.167489,-2.684651,0.830679,0.179881,0.178426,-2.830437,0.889623,0.317769,0.156500,-2.686285,0.908110,0.214333,0.171301,-2.577531,0.813842,0.220528,0.167489,-2.684651,0.179881,0.178426,-2.830437,0.317769,0.156500,-2.686285,0.214333,0.171301,-2.577531,,,,,,,,,,,,,,,,,,,,,
1153,3.202778,0.004136,0.108414,0.027143,-0.993727,0.233220,0.168250,-2.694810,0.000000,0.220632,0.167289,-2.684723,0.809549,0.179822,0.178534,-2.830441,0.913996,0.317871,0.156306,-2.686489,0.905077,0.214556,0.170873,-2.577589,0.830848,0.220632,0.167289,-2.684723,0.179822,0.178534,-2.830441,0.317871,0.156306,-2.686489,0.214556,0.170873,-2.577589,,,,,,,,,,,,,,,,,,,,,
1154,3.205556,0.004917,0.109148,0.026282,-0.993666,0.233177,0.168402,-2.694709,0.000000,0.220576,0.167439,-2.684638,0.923106,0.179956,0.178362,-2.830432,0.928598,0.317834,0.156604,-2.686245,0.969251,0.214341,0.171204,-2.577518,0.864039,0.220576,0.167439,-2.684638,0.179956,0.178362,-2.830432,0.317834,0.156604,-2.686245,0.214341,0.171204,-2.577518,,,,,,,,,,,,,,,,,,,,,
1155,3.208333,0.006319,0.108733,0.027749,-0.993664,0.233319,0.168393,-2.694794,0.000000,0.220724,0.167496,-2.684710,0.923106,0.180010,0.178193,-2.830495,0.928598,0.317945,0.156343,-2.686377,0.969251,0.214597,0.171542,-2.577595,0.864039,0.220724,0.167496,-2.684710,0.180010,0.178193,-2.830495,0.317945,0.156343,-2.686377,0.214597,0.171542,-2.577595,,,,,,,,,,,,,,,,,,,,,
1156,3.211111,0.006376,0.109083,0.027194,-0.993640,0.233130,0.168579,-2.694725,0.000000,0.220528,0.167670,-2.684649,0.819427,0.179904,0.178286,-2.830465,0.911828,0.317763,0.156623,-2.686246,0.916991,0.214323,0.171737,-2.577539,0.833083,0.220528,0.167670,-2.684649,0.179904,0.178286,-2.830465,0.317763,0.156623,-2.686246,0.214323,0.171737,-2.577539,,,,,,,,,,,,,,,,,,,,,
1157,3.213889,0.004817,0.109151,0.025788,-0.993679,0.233296,0.168278,-2.694787,0.000000,0.220696,0.167301,-2.684717,0.819427,0.180066,0.178196,-2.830510,0.911828,0.317965,0.156564,-2.686325,0.916991,0.214457,0.171050,-2.577597,0.833083,0.220696,0.167301,-2.684717,0.180066,0.178196,-2.830510,0.317965,0.156564,-2.686325,0.214457,0.171050,-2.577597,,,,,,,,,,,,,,,,,,,,,
1158,3.216667,0.004534,0.108707,0.026386,-0.993713,0.233316,0.168243,-2.694843,0.000000,0.220724,0.167273,-2.684762,0.912236,0.179980,0.178318,-2.830513,0.897584,0.317979,0.156427,-2.686462,0.910902,0.214583,0.170952,-2.577634,0.850445,0.220724,0.167273,-2.684762,0.179980,0.178318,-2.830513,0.317979,0.156427,-2.686462,0.214583,0.170952,-2.577634,,,,,,,,,,,,,,,,,,,,,
1159,3.219444,0.005920,0.108761,0.028098,-0.993653,0.233149,0.168532,-2.694701,0.000000,0.220552,0.167633,-2.684619,0.810610,0.179857,0.178482,-2.830398,0.892604,0.317767,0.156423,-2.686287,0.876913,0.214419,0.171591,-2.577501,0.824433,0.220552,0.167633,-2.684619,0.179857,0.178482,-2.830398,0.317767,0.156423,-2.686287,0.214419,0.171591,-2.577501,,,,,,,,,,,,,,,,,,,,,
1160,3.222222,0.005053,0.109032,0.026524,-0.993672,0.233112,0.168448,-2.694711,0.000000,0.220513,0.167494,-2.684637,0.810610,0.179864,0.178406,-2.830425,0.892604,0.317766,0.156609,-2.686266,0.876913,0.214306,0.171285,-2.577517,0.824433,0.220513,0.167494,-2.684637,0.179865,0.178406,-2.830425,0.317766,0.156609,-2.686266,0.214306,0.171285,-2.577517,,,,,,,,,,,,,,,,,,,,,
1161,3.225000,0.006029,0.109541,0.027399,-0.993586,0.233177,0.168446,-2.694757,0.000000,0.220566,0.167535,-2.684694,0.921013,0.180083,0.178267,-2.830540,0.921377,0.317799,0.156457,-2.686206,0.950188,0.214261,0.171528,-2.577587,0.856615,0.220566,0.167535,-2.684694,0.180083,0.178267,-2.830540,0.317799,0.156457,-2.686206,0.214261,0.171528,-2.577587,,,,,,,,,,,,,,,,,,,,,
1162,3.227778,0.005426,0.109314,0.025972,-0.993653,0.233198,0.168543,-2.694690,0.000000,0.220595,0.167585,-2.684622,0.809774,0.180014,0.178328,-2.830441,0.874401,0.317859,0.156797,-2.686188,0.867683,0.214326,0.171463,-2.577508,0.812833,0.220595,0.167585,-2.684622,0.180014,0.178328,-2.830441,0.317859,0.156797,-2.686188,0.214326,0.171463,-2.577508,,,,,,,,,,,,,,,,,,,,,
1163,3.230556,0.006141,0.109226,0.027654,-0.993613,0.233192,0.168378,-2.694791,0.000000,0.220587,0.167474,-2.684720,0.809774,0.180016,0.178206,-2.830542,0.874401,0.317813,0.156344,-2.686292,0.867683,0.214352,0.171486,-2.577609,0.812833,0.220587,0.167474,-2.684720,0.180016,0.178206,-2.830542,0.317813,0.156344,-2.686292,0.214352,0.171486,-2.577609,,,,,,,,,,,,,,,,,,,,,
1164,3.233333,0.004310,0.108421,0.027179,-0.993724,0.233193,0.168322,-2.694820,0.000000,0.220605,0.167366,-2.684733,0.818593,0.179797,0.178565,-2.830454,0.914006,0.317843,0.156372,-2.686494,0.914580,0.214528,0.170987,-2.577600,0.830163,0.220605,0.167366,-2.684733,0.179797,0.178565,-2.830454,0.317843,0.156372,-2.686494,0.214528,0.170987,-2.577600,,,,,,,,,,,,,,,,,,,,,
1165,3.236111,0.004449,0.109250,0.026061,-0.993663,0.233198,0.168356,-2.694870,0.000000,0.220595,0.167378,-2.684803,0.818593,0.180002,0.178406,-2.830597,0.914006,0.317860,0.156596,-2.686398,0.914580,0.214335,0.171045,-2.577682,0.830163,0.220595,0.167378,-2.684803,0.180002,0.178406,-2.830597,0.317860,0.156596,-2.686398,0.214335,0.171045,-2.577682,,,,,,,,,,,,,,,,,,,,,
1166,3.238889,0.005496,0.108916,0.026419,-0.993685,0.233188,0.168584,-2.694659,0.000000,0.220592,0.167638,-2.684581,0.825751,0.179904,0.178415,-2.830367,0.908559,0.317845,0.156762,-2.686224,0.936557,0.214412,0.171524,-2.577462,0.827198,0.220592,0.167638,-2.684581,0.179904,0.178415,-2.830367,0.317845,0.156762,-2.686224,0.214412,0.171524,-2.577462,,,,,,,,,,,,,,,,,,,,,
1167,3.241667,0.005617,0.108994,0.027268,-0.993652,0.233173,0.168388,-2.694802,0.000000,0.220573,0.167463,-2.684726,0.967705,0.179928,0.178301,-2.830520,0.980420,0.317807,0.156421,-2.686353,0.987952,0.214382,0.171366,-2.577609,0.964091,0.220573,0.167463,-2.684726,0.179928,0.178301,-2.830520,0.317807,0.156421,-2.686353,0.214382,0.171366,-2.577609,,,,,,,,,,,,,,,,,,,,,
1168,3.244444,0.004988,0.109307,0.026801,-0.993634,0.233068,0.168383,-2.694788,0.000000,0.220463,0.167434,-2.684721,0.967705,0.179902,0.178393,-2.830529,0.980420,0.317710,0.156497,-2.686297,0.987952,0.214198,0.171209,-2.577604,0.964091,0.220463,0.167434,-2.684721,0.179902,0.178393,-2.830529,0.317710,0.156497,-2.686297,0.214198,0.171209,-2.577604,,,,,,,,,,,,,,,,,,,,,
1169,3.247222,0.006471,0.109667,0.027423,-0.993569,0.233253,0.168526,-2.694722,0.000000,0.220639,0.167625,-2.684661,0.791458,0.180191,0.178234,-2.830527,0.871341,0.317870,0.156532,-2.686142,0.857770,0.214310,0.171713,-2.577559,0.812288,0.220639,0.167625,-2.684661,0.180191,0.178234,-2.830527,0.317870,0.156532,-2.686142,0.214310,0.171713,-2.577559,,,,,,,,,,,,,,,,,,,,,
1170,3.250000,0.005567,0.109679,0.025899,-0.993614,0.233251,0.168413,-2.694711,0.000000,0.220640,0.167456,-2.684652,0.909430,0.180164,0.178149,-2.830504,0.901504,0.317907,0.156679,-2.686145,0.913487,0.214293,0.171368,-2.577545,0.856149,0.220640,0.167456,-2.684652,0.180164,0.178149,-2.830503,0.317907,0.156679,-2.686145,0.214293,0.171368,-2.577545,,,,,,,,,,,,,,,,,,,,,
1171,3.252778,0.005730,0.109678,0.025950,-0.993612,0.233277,0.168406,-2.694805,0.000000,0.220666,0.167455,-2.684745,0.909430,0.180190,0.178107,-2.830600,0.901504,0.317931,0.156664,-2.686235,0.913487,0.214320,0.171400,-2.577639,0.856149,0.220666,0.167455,-2.684745,0.180190,0.178107,-2.830600,0.317931,0.156664,-2.686235,0.214320,0.171400,-2.577639,,,,,,,,,,,,,,,,,,,,,
